loss,mse,val_loss,val_mse,lr
0.6323444843292236,0.4201364517211914,0.42341241240501404,0.21713335812091827,1e-04
0.4400394558906555,0.23945645987987518,0.37966641783714294,0.18493221700191498,1e-04
0.3778240978717804,0.18915076553821564,0.3802761137485504,0.1977682262659073,1e-04
0.3399646580219269,0.16379104554653168,0.3141024112701416,0.14441721141338348,1e-04
0.3110622465610504,0.14807718992233276,0.2853422164916992,0.12915672361850739,1e-04
0.2785579264163971,0.12941262125968933,0.2695772349834442,0.12757351994514465,1e-04
0.25949662923812866,0.12474817782640457,0.2558135390281677,0.12840791046619415,1e-04
0.23378272354602814,0.11381303519010544,0.2365327775478363,0.1239888072013855,1e-04
0.2108517587184906,0.10577154904603958,0.2126162350177765,0.1149083599448204,1e-04
0.1875399500131607,0.09706275910139084,0.1901390701532364,0.10678838938474655,1e-04
0.1721823811531067,0.09550037235021591,0.1874597668647766,0.11722917854785919,1e-04
0.15002954006195068,0.0858909860253334,0.15767309069633484,0.09942163527011871,1e-04
0.13425840437412262,0.08128782361745834,0.16459397971630096,0.11654352396726608,1e-04
0.12814338505268097,0.08387691527605057,0.14474081993103027,0.10384435206651688,1e-04
0.10840652137994766,0.07099036872386932,0.14231078326702118,0.10817421972751617,1e-04
0.09087881445884705,0.059811390936374664,0.14463917911052704,0.1164797767996788,1e-04
0.08427658677101135,0.05855676159262657,0.1259424388408661,0.10249762237071991,1e-04
0.07529636472463608,0.05379178747534752,0.142868772149086,0.12309174239635468,1e-04
0.06850152462720871,0.050391972064971924,0.15336079895496368,0.13679805397987366,1e-04
0.06518419831991196,0.04987902194261551,0.13447105884552002,0.12021729350090027,1e-04
0.05944320186972618,0.04623717442154884,0.12460614740848541,0.11250237375497818,1e-04
0.05427062138915062,0.043042927980422974,0.11224353313446045,0.10190707445144653,1e-04
0.05016539245843887,0.04051744565367699,0.11689978092908859,0.10788910835981369,1e-04
0.04736621677875519,0.038954924792051315,0.11438293755054474,0.10655493289232254,1e-04
0.043120987713336945,0.03583555668592453,0.1216949000954628,0.11491691321134567,1e-04
0.04047904908657074,0.033993419259786606,0.11072572320699692,0.10457663983106613,1e-04
0.03806345909833908,0.032266322523355484,0.1200031191110611,0.11458033323287964,1e-04
0.03669966757297516,0.03157052397727966,0.10259735584259033,0.09770230948925018,1e-04
0.03539351746439934,0.0307335052639246,0.1415880173444748,0.13714388012886047,1e-04
0.03537861630320549,0.031117700040340424,0.11039187759160995,0.10625936836004257,1e-04
0.03213297948241234,0.02818899415433407,0.12261975556612015,0.11881357431411743,1e-04
0.028753386810421944,0.025177331641316414,0.11960885673761368,0.11616238206624985,1e-04
0.019960379227995872,0.016571607440710068,0.1031666249036789,0.09983115643262863,1e-05
0.017740398645401,0.014461185783147812,0.10337310284376144,0.10015043616294861,1e-05
0.016439322382211685,0.013270275667309761,0.102296844124794,0.09918108582496643,1e-05
0.016186397522687912,0.013127029873430729,0.09747594594955444,0.09447316825389862,1e-05
0.015815144404768944,0.012862412258982658,0.10191351175308228,0.09901311993598938,1e-05
0.015007732436060905,0.012158321216702461,0.0996585264801979,0.09685924649238586,1e-05
0.014667538926005363,0.011915083043277264,0.10119408369064331,0.09848591685295105,1e-05
0.014420215040445328,0.01175848487764597,0.10379088670015335,0.10116968303918839,1e-05
0.0135798379778862,0.010964966379106045,0.10193606466054916,0.09932614862918854,1e-06
0.01377550046890974,0.011170553974807262,0.10343798995018005,0.10083847492933273,1e-06
0.013473943807184696,0.010879168286919594,0.10206368565559387,0.09947376698255539,1e-06
0.013466025702655315,0.010881209746003151,0.10144723206758499,0.0988675206899643,1e-06
0.013248863629996777,0.01066963654011488,0.10130023956298828,0.09872148931026459,1e-07
0.015329602174460888,0.012326822616159916,0.09881848841905594,0.09581569582223892,1e-06
0.015384969301521778,0.012382193468511105,0.0987725481390953,0.09576977044343948,1e-06
0.015541007742285728,0.01253823097795248,0.09961829334497452,0.0966155007481575,1e-06
0.015410431660711765,0.012407654896378517,0.0997949168086052,0.09679214656352997,1e-06
0.0150909423828125,0.012088166549801826,0.0988181009888649,0.09581530839204788,1e-06
0.015133093111217022,0.012130321003496647,0.09896023571491241,0.09595745801925659,1e-07
0.015163464471697807,0.01216068770736456,0.09852255880832672,0.0955197736620903,1e-07
0.014850337989628315,0.011847557500004768,0.09833464026451111,0.09533186256885529,1e-07
0.014936222694814205,0.01193345244973898,0.09867697954177856,0.09567419439554214,1e-07
0.015016834251582623,0.012014048174023628,0.09883945435285568,0.09583667665719986,1e-07
0.01516912505030632,0.012166347354650497,0.09891704469919205,0.09591426700353622,1e-07
0.015093058347702026,0.012090278789401054,0.09879430383443832,0.0957915335893631,1e-07
0.014821335673332214,0.011818558908998966,0.09882160276174545,0.09581881761550903,1e-08
0.014633308164775372,0.011630533263087273,0.0988391637802124,0.09583636373281479,1e-08
0.014817402698099613,0.011814636178314686,0.09887673705816269,0.09587397426366806,1e-08
0.01475706696510315,0.011754286475479603,0.09887871146202087,0.09587592631578445,1e-08
0.01469325739890337,0.011690477840602398,0.09887909144163132,0.0958763062953949,1e-09
0.015023048967123032,0.01202028151601553,0.098879374563694,0.09587658196687698,1e-09
0.014650029130280018,0.011647254228591919,0.0988808274269104,0.09587801992893219,1e-09
0.015001961030066013,0.011999180540442467,0.09887940436601639,0.09587661921977997,1e-09
0.0150782885029912,0.01207551546394825,0.0988815426826477,0.09587876498699188,9.9999994e-11
0.01507359929382801,0.01207081787288189,0.09888384491205215,0.09588105231523514,9.9999994e-11
0.014916989952325821,0.01191420666873455,0.09887770563364029,0.09587492048740387,9.9999994e-11
